provinsi,gmv_transaksi_juta,annual_order_volume,avg_ticket_size_ribu,digital_payment_ratio,logistics_tracking_ratio,customer_return_rate,bps_ecom_penetration_pct,bps_infra_index,reported_turnover_spt_juta,tax_paid_final_juta,target_non_compliance
Bali,38.77,170,228.06,0.6409,0.7425,0.0194,47.99,84.41,20.51,0.1,1
Sumatera Selatan,17.93,169,106.1,0.5175,0.6367,0.0779,23.34,64.56,10.81,0.05,0
Sulawesi Selatan,38.92,156,249.47,0.4217,0.8234,0.0207,27.85,67.31,26.54,0.13,0
Banten,22.46,166,135.31,0.5279,0.9315,0.0462,43.45,79.94,16.76,0.08,0
Jawa Tengah,10.5,146,71.91,0.4552,0.9217,0.0502,30.95,69.85,5.59,0.03,0
Bali,12.0,155,77.44,0.5747,0.6002,0.0573,49.78,83.46,9.61,0.05,0
Banten,16.36,154,106.21,0.7182,0.8709,0.0186,44.96,81.1,10.57,0.05,0
Sumatera Utara,16.18,171,94.64,0.5745,0.647,0.0162,27.29,67.17,12.57,0.06,0
Riau,23.42,167,140.23,0.745,0.8472,0.0307,24.84,66.32,18.73,0.09,0
Bali,26.62,160,166.35,0.5249,0.6369,0.0539,49.43,83.39,23.44,0.12,0
Sulawesi Selatan,23.32,134,174.02,0.3799,0.7791,0.0401,30.53,67.59,13.82,0.07,1
Jawa Timur,29.25,178,164.34,0.5364,0.6909,0.0616,38.33,77.46,21.68,0.11,0
Jawa Timur,31.49,136,231.52,0.4713,0.6324,0.0233,38.6,76.29,24.4,0.12,1
Bali,38.25,155,246.77,0.3078,0.6389,0.0349,48.24,82.16,22.36,0.11,1
Jawa Timur,12.77,135,94.57,0.7621,0.4352,0.0385,37.42,79.27,10.07,0.05,0
Riau,10.48,162,64.69,0.8455,0.5769,0.0374,25.9,64.15,9.35,0.05,1
Riau,17.36,164,105.87,0.4051,0.6831,0.0518,25.01,67.64,12.24,0.06,0
Banten,26.12,171,152.75,0.6654,0.5445,0.0648,44.39,79.26,17.85,0.09,1
Riau,18.87,166,113.65,0.6705,0.8747,0.0283,24.8,63.93,16.57,0.08,0
Sumatera Selatan,30.4,150,202.65,0.5719,0.7657,0.0307,23.18,62.56,23.65,0.12,0
Jawa Barat,14.33,180,79.64,0.3854,0.6584,0.046,40.83,77.82,10.01,0.05,0
Jawa Barat,54.86,162,338.63,0.6599,0.6817,0.0467,40.99,77.94,53.28,0.27,0
Banten,37.98,173,219.54,0.6508,0.7729,0.0616,44.06,79.87,37.98,0.19,0
Bali,19.55,161,121.43,0.641,0.7284,0.0419,45.6,85.07,16.09,0.08,0
Jawa Timur,16.09,158,101.85,0.4883,0.7871,0.0359,35.4,77.1,6.53,0.03,0
Banten,20.8,153,135.92,0.3676,0.7141,0.075,46.46,80.06,16.57,0.08,0
Banten,46.18,173,266.93,0.5296,0.4961,0.0466,44.09,79.89,30.34,0.15,1
Sumatera Selatan,18.22,151,120.63,0.3365,0.904,0.0543,25.14,62.23,10.68,0.05,1
Jawa Barat,18.82,170,110.72,0.7871,0.8828,0.0085,42.12,78.26,11.34,0.06,0
Riau,24.26,166,146.15,0.548,0.7855,0.0372,25.94,64.8,22.57,0.11,0
Riau,13.07,159,82.21,0.6761,0.5442,0.0626,24.78,63.75,11.59,0.06,0
Jawa Tengah,41.58,162,256.68,0.707,0.766,0.0423,32.38,75.16,29.8,0.15,0
Jawa Barat,26.18,130,201.41,0.5158,0.6648,0.0386,44.44,78.89,19.92,0.1,0
Sumatera Selatan,43.57,186,234.23,0.601,0.6981,0.0023,23.5,63.41,33.69,0.17,0
DKI Jakarta,51.99,171,304.03,0.7942,0.7768,0.0374,64.98,95.66,35.56,0.18,0
Jawa Tengah,14.29,142,100.61,0.7477,0.5725,0.0651,32.58,69.0,13.92,0.07,0
Banten,25.1,170,147.64,0.6224,0.7732,0.0403,43.62,82.49,19.3,0.1,0
DKI Jakarta,21.81,156,139.8,0.8017,0.5855,0.0496,62.51,93.17,18.48,0.09,0
DKI Jakarta,54.64,161,339.37,0.1446,0.8255,0.0336,62.14,93.14,23.28,0.12,1
Riau,18.2,152,119.76,0.6203,0.573,0.0335,24.69,64.75,17.83,0.09,0
Riau,9.71,146,66.51,0.4856,0.6514,0.0413,26.08,66.58,8.36,0.04,0
Sulawesi Selatan,19.81,169,117.2,0.6028,0.6493,0.0501,25.69,70.37,13.67,0.07,0
Sumatera Utara,33.61,145,231.77,0.7925,0.4917,0.0557,28.95,70.17,27.76,0.14,0
Jawa Barat,30.0,156,192.3,0.689,0.7313,0.0543,41.84,78.02,25.06,0.13,0
Sumatera Utara,20.84,149,139.88,0.7765,0.7193,0.0335,29.49,66.04,15.5,0.08,0
DKI Jakarta,18.75,154,121.73,0.6344,0.6447,0.0443,61.65,93.7,11.47,0.06,0
DKI Jakarta,28.38,163,174.1,0.3447,0.8054,0.0147,63.51,93.43,16.32,0.08,0
Jawa Tengah,35.02,179,195.67,0.7227,0.6573,0.0452,33.85,70.13,30.5,0.15,0
Jawa Barat,24.02,147,163.41,0.5911,0.7876,0.001,41.69,79.3,16.88,0.08,1
Sulawesi Selatan,20.51,166,123.56,0.5227,0.681,0.0098,30.87,67.81,15.1,0.08,0
Riau,20.92,145,144.27,0.5298,0.8059,0.0441,26.81,66.0,12.23,0.06,0
Sumatera Utara,17.33,154,112.52,0.6513,0.8615,0.0508,27.7,69.08,12.09,0.06,0
DKI Jakarta,45.17,180,250.96,0.6095,0.7548,0.0159,64.7,95.02,32.61,0.16,1
Jawa Barat,24.16,176,137.28,0.5385,0.8155,0.0512,42.27,78.52,16.12,0.08,0
Jawa Barat,13.3,141,94.34,0.4346,0.8932,0.0368,44.17,80.57,6.39,0.03,0
Riau,77.43,156,496.37,0.4827,0.7427,0.0627,23.32,64.81,55.17,0.28,0
Sumatera Selatan,17.59,170,103.49,0.4189,0.7096,0.0692,23.85,62.33,12.8,0.06,0
Riau,14.32,149,96.1,0.51,0.8959,0.001,25.65,65.12,10.04,0.05,0
Jawa Barat,12.6,150,84.02,0.4061,0.7487,0.0785,38.67,79.25,7.73,0.04,1
Jawa Tengah,17.51,166,105.46,0.7129,0.7869,0.0583,33.45,72.92,14.32,0.07,0
Banten,38.72,180,215.14,0.8428,0.7444,0.0522,43.54,79.39,33.54,0.17,0
Banten,11.17,155,72.06,0.8275,0.388,0.0334,41.1,79.42,8.8,0.04,0
DKI Jakarta,27.48,173,158.84,0.3911,0.7,0.0504,61.25,95.77,21.16,0.11,0
Banten,17.93,162,110.65,0.6534,0.6152,0.0474,46.18,78.23,16.08,0.08,0
Jawa Tengah,18.04,181,99.67,0.7214,0.9047,0.0573,34.56,75.4,14.11,0.07,0
Jawa Barat,10.51,155,67.8,0.681,0.6879,0.0474,40.43,78.24,8.24,0.04,0
Bali,21.79,152,143.32,0.5947,0.7382,0.0514,47.59,84.25,14.73,0.07,0
Jawa Barat,10.27,150,68.46,0.5061,0.8653,0.0551,42.79,79.04,5.1,0.03,0
Sumatera Selatan,19.79,155,127.68,0.7964,0.8019,0.0015,21.35,63.74,18.57,0.09,0
DKI Jakarta,25.77,148,174.13,0.5168,0.5609,0.0345,63.29,93.41,20.21,0.1,0
Jawa Barat,10.25,182,56.33,0.6546,0.6415,0.0404,38.75,79.01,7.05,0.04,0
Bali,32.85,157,209.26,0.1564,0.7146,0.0327,51.16,83.38,14.3,0.07,0
Jawa Tengah,10.87,175,62.1,0.5275,0.6154,0.0628,34.19,71.38,7.89,0.04,1
DKI Jakarta,60.64,157,386.24,0.2288,0.8804,0.0727,59.63,92.27,40.46,0.2,1
Banten,24.5,184,133.14,0.7413,0.7918,0.0431,43.53,79.97,19.03,0.1,0
Jawa Tengah,15.0,154,97.4,0.5565,0.7145,0.0431,33.68,71.89,11.32,0.06,0
Riau,26.96,166,162.4,0.5551,0.7319,0.0426,23.12,62.98,15.54,0.08,0
Sumatera Utara,16.85,176,95.76,0.368,0.8607,0.009,28.33,67.38,7.27,0.04,1
Sumatera Utara,8.53,160,53.29,0.7935,0.4607,0.0227,29.12,68.17,7.59,0.04,0
DKI Jakarta,45.15,170,265.58,0.8854,0.7217,0.0229,59.3,95.23,32.66,0.16,0
Jawa Tengah,22.26,180,123.65,0.4303,0.5967,0.0564,34.32,70.56,11.74,0.06,1
DKI Jakarta,24.65,162,152.16,0.445,0.7369,0.0324,62.21,93.84,18.85,0.09,0
Sulawesi Selatan,23.09,171,135.04,0.7685,0.7689,0.0387,29.28,66.48,15.36,0.08,0
DKI Jakarta,16.01,162,98.83,0.3983,0.8219,0.0368,62.05,95.07,12.63,0.06,0
Bali,14.21,163,87.17,0.4068,0.6511,0.035,47.11,83.7,10.39,0.05,1
Bali,29.21,137,213.23,0.4546,0.4895,0.082,46.97,85.12,17.12,0.09,1
Riau,33.29,175,190.24,0.7516,0.8691,0.0423,25.63,64.97,24.99,0.12,0
Bali,25.95,181,143.39,0.3599,0.8946,0.0682,48.42,82.46,15.71,0.08,1
Sulawesi Selatan,42.13,169,249.31,0.5604,0.8052,0.0261,29.5,67.72,32.02,0.16,0
Bali,22.73,161,141.21,0.597,0.775,0.0179,48.28,83.08,17.54,0.09,0
Jawa Tengah,39.13,149,262.6,0.5108,0.6936,0.058,30.86,73.44,27.86,0.14,1
Sumatera Selatan,58.16,182,319.58,0.5156,0.7678,0.0433,23.61,65.28,34.44,0.17,1
Jawa Tengah,43.8,170,257.65,0.6471,0.6773,0.0527,30.91,72.87,35.72,0.18,0
Jawa Barat,29.41,163,180.44,0.5375,0.818,0.0762,42.02,77.83,13.87,0.07,0
Jawa Timur,13.42,147,91.3,0.6207,0.6496,0.0439,37.67,75.43,9.6,0.05,1
Sulawesi Selatan,33.22,181,183.55,0.5346,0.7579,0.048,29.03,68.15,25.32,0.13,0
Jawa Barat,19.68,169,116.43,0.4361,0.6631,0.0334,41.05,79.9,8.08,0.04,1
Sumatera Utara,36.5,172,212.19,0.5006,0.7371,0.0428,27.35,67.97,21.47,0.11,0
Jawa Barat,56.28,163,345.27,0.5412,0.7268,0.0454,40.73,79.09,34.35,0.17,0
Banten,21.72,155,140.11,0.5662,0.819,0.0499,43.96,77.79,13.77,0.07,1
Sulawesi Selatan,14.45,166,87.06,0.9577,0.665,0.0459,27.14,68.09,10.44,0.05,0
Sulawesi Selatan,33.61,160,210.09,0.532,0.6478,0.0091,30.31,66.77,23.8,0.12,0
Bali,21.59,148,145.9,0.7143,0.7272,0.0706,48.15,84.55,18.92,0.09,0
Bali,58.82,178,330.46,0.666,0.8995,0.0418,48.55,83.25,52.65,0.26,0
Sumatera Utara,25.14,167,150.52,0.3057,0.6936,0.0717,27.27,68.69,16.63,0.08,0
DKI Jakarta,22.92,162,141.49,0.6081,0.8462,0.0235,61.31,94.97,17.89,0.09,0
Riau,24.44,159,153.71,0.3281,0.9458,0.03,24.19,65.12,14.47,0.07,1
Banten,26.02,152,171.18,0.7444,0.8416,0.036,42.56,78.76,23.64,0.12,0
Jawa Tengah,9.92,160,62.0,0.669,0.9277,0.0318,36.01,72.79,7.46,0.04,0
Sumatera Selatan,18.84,189,99.67,0.6755,0.8319,0.0472,25.12,64.97,14.49,0.07,0
DKI Jakarta,40.21,154,261.09,0.5644,0.6504,0.0618,61.89,96.51,30.46,0.15,0
Jawa Barat,17.9,167,107.17,0.8386,1.0,0.0675,40.52,79.08,14.06,0.07,0
Banten,22.53,156,144.41,0.4742,0.5343,0.0307,45.95,80.13,18.03,0.09,1
Jawa Barat,17.28,132,130.9,0.6444,0.7556,0.028,40.25,77.02,13.46,0.07,0
Riau,19.62,186,105.47,0.6081,0.7084,0.0554,23.55,66.98,13.9,0.07,1
Sumatera Selatan,21.24,157,135.32,0.4741,0.4088,0.0189,25.01,60.31,15.88,0.08,0
Riau,13.44,148,90.82,0.372,0.7366,0.0534,24.71,66.83,10.26,0.05,0
Jawa Barat,11.25,150,74.97,0.595,0.7953,0.0353,39.57,78.63,7.44,0.04,0
Riau,25.51,157,162.5,0.5764,0.8159,0.0312,24.46,62.48,20.24,0.1,0
Sulawesi Selatan,52.72,153,344.6,0.9069,0.6804,0.001,28.52,68.2,48.38,0.24,0
Sulawesi Selatan,33.15,154,215.24,0.6033,0.6813,0.0453,27.74,67.61,18.21,0.09,0
Jawa Barat,34.82,160,217.64,0.6599,0.6325,0.0634,40.02,78.06,30.37,0.15,0
Jawa Tengah,38.57,152,253.74,0.6261,0.6071,0.0163,33.9,71.78,26.24,0.13,1
Jawa Barat,22.09,136,162.46,0.768,0.7546,0.0457,40.26,78.58,21.21,0.11,0
Jawa Tengah,25.79,174,148.25,0.6732,0.7487,0.05,30.75,72.07,20.14,0.1,0
Sulawesi Selatan,16.1,165,97.56,0.7464,0.6411,0.0294,25.94,66.03,13.78,0.07,0
DKI Jakarta,30.8,140,219.98,0.5937,0.6417,0.0486,62.43,94.68,21.1,0.11,0
Sumatera Utara,31.17,185,168.49,0.3584,1.0,0.0579,27.22,67.74,19.56,0.1,1
Sulawesi Selatan,18.34,174,105.4,0.4864,0.7081,0.0437,28.06,69.7,11.35,0.06,0
Bali,23.61,188,125.59,0.496,0.7605,0.0511,50.37,85.53,18.13,0.09,0
Banten,12.33,142,86.81,0.813,0.7221,0.0348,43.15,80.97,11.52,0.06,0
Sumatera Utara,30.84,161,191.53,0.6274,0.8001,0.0562,32.4,70.43,27.4,0.14,0
Banten,59.76,180,332.01,0.5592,0.5414,0.0057,44.51,80.68,43.1,0.22,0
Riau,13.61,157,86.7,0.662,0.6939,0.0554,25.84,65.22,8.19,0.04,0
Sulawesi Selatan,44.43,176,252.47,0.4756,0.7043,0.0646,25.9,64.73,25.15,0.13,1
Sumatera Utara,43.88,159,276.01,0.641,0.5841,0.025,27.88,68.49,35.75,0.18,0
Banten,11.97,140,85.48,0.4007,0.6806,0.0245,43.73,81.88,7.76,0.04,0
Sulawesi Selatan,8.96,149,60.15,0.7312,0.8004,0.0724,29.04,68.87,6.49,0.03,0
Jawa Timur,25.25,167,151.18,0.7859,0.5609,0.0477,35.91,74.79,19.77,0.1,0
DKI Jakarta,20.98,156,134.48,0.5514,0.5509,0.0095,63.05,94.27,16.57,0.08,0
Jawa Tengah,18.14,138,131.47,0.5342,0.3535,0.0356,33.26,71.43,9.6,0.05,1
Riau,38.53,146,263.89,0.6207,0.6561,0.0056,27.56,65.77,36.98,0.18,0
Banten,19.37,157,123.38,0.5615,0.7412,0.0355,45.68,79.19,9.6,0.05,1
Bali,81.58,150,543.84,0.5649,0.5018,0.0394,49.2,86.23,50.65,0.25,1
Riau,11.0,150,73.35,0.6171,0.6431,0.0523,27.25,65.54,7.88,0.04,0
Sumatera Utara,13.22,136,97.21,0.6717,0.7596,0.0406,30.09,68.51,9.02,0.05,0
Sulawesi Selatan,14.55,150,96.99,0.3447,0.6331,0.0719,28.71,66.81,7.91,0.04,0
Sumatera Selatan,21.64,162,133.59,0.7637,0.5897,0.0423,24.72,62.6,18.49,0.09,0
Jawa Barat,49.28,159,309.93,0.7285,0.8068,0.0019,42.11,77.21,38.43,0.19,0
Sumatera Selatan,13.16,151,87.17,0.3925,0.6438,0.0523,26.72,64.8,8.33,0.04,0
Riau,14.64,153,95.66,0.5454,0.6592,0.0422,26.27,64.78,11.94,0.06,0
Sulawesi Selatan,17.72,164,108.03,0.6767,0.6366,0.0366,28.99,67.99,16.12,0.08,0
DKI Jakarta,20.32,145,140.14,0.5674,0.7188,0.0611,61.39,92.34,12.35,0.06,0
Jawa Barat,25.58,161,158.88,0.8602,0.7655,0.0566,43.75,77.12,20.97,0.1,0
Bali,20.96,173,121.15,0.6584,0.6444,0.0227,49.37,84.2,18.44,0.09,0
Sulawesi Selatan,11.59,143,81.07,0.8977,0.7703,0.0454,27.38,67.43,6.46,0.03,0
Jawa Tengah,23.6,169,139.62,0.5931,0.7846,0.0704,33.09,72.39,17.87,0.09,0
Sulawesi Selatan,50.26,161,312.18,0.8153,0.8741,0.0415,27.57,70.21,39.87,0.2,0
DKI Jakarta,34.61,147,235.45,0.3551,0.5906,0.0142,62.41,91.78,25.33,0.13,1
Sumatera Selatan,19.01,162,117.37,0.7337,0.9364,0.0479,24.61,64.27,12.54,0.06,0
Jawa Timur,29.0,191,151.83,0.4062,0.6561,0.0338,36.5,76.0,21.97,0.11,0
Riau,31.74,168,188.95,0.5914,0.536,0.0407,23.72,64.66,23.64,0.12,1
Bali,34.05,147,231.64,0.6417,0.6171,0.0208,51.36,83.98,23.35,0.12,0
Sumatera Utara,49.52,150,330.13,0.8393,0.7859,0.0467,28.8,69.54,49.52,0.25,0
Jawa Tengah,28.52,170,167.76,0.7012,0.7034,0.0284,33.61,72.03,19.7,0.1,0
Sulawesi Selatan,12.17,143,85.13,0.6908,0.6212,0.0561,27.83,67.41,9.69,0.05,1
Jawa Tengah,12.64,172,73.51,0.6501,0.8855,0.067,34.56,70.84,8.68,0.04,0
Sumatera Utara,32.11,161,199.46,0.6702,0.639,0.0437,28.47,67.2,22.71,0.11,1
Jawa Barat,11.93,157,75.98,0.5598,0.6402,0.021,41.03,77.14,8.08,0.04,0
Bali,39.29,176,223.23,0.683,0.4242,0.0249,48.33,85.56,31.13,0.16,1
Sulawesi Selatan,19.57,178,109.96,0.6542,0.8268,0.0435,29.78,66.86,12.74,0.06,0
Jawa Timur,12.54,150,83.61,0.6223,0.8327,0.0464,37.1,73.97,7.61,0.04,1
Banten,30.64,161,190.33,0.6421,0.6423,0.0295,44.05,80.01,25.34,0.13,0
Banten,12.89,142,90.77,0.4133,0.7173,0.036,43.45,78.82,7.6,0.04,0
Sulawesi Selatan,31.3,168,186.3,0.4545,0.6796,0.0516,27.42,69.66,27.0,0.13,1
Riau,27.62,172,160.58,0.5734,0.7565,0.0614,27.72,65.45,19.24,0.1,1
DKI Jakarta,9.89,155,63.83,0.6475,0.6749,0.0398,61.03,94.45,5.1,0.03,0
Sumatera Selatan,50.71,164,309.2,0.6285,0.7067,0.0522,25.3,63.35,43.34,0.22,0
Banten,44.23,153,289.07,0.6318,0.8008,0.0399,45.16,80.49,34.72,0.17,0
DKI Jakarta,42.49,177,240.07,0.3906,0.7417,0.0463,62.72,95.05,30.1,0.15,0
Banten,35.45,146,242.83,0.4623,0.6761,0.027,43.82,79.84,29.44,0.15,0
DKI Jakarta,16.45,159,103.47,0.5076,0.783,0.0478,60.18,92.98,12.06,0.06,1
Jawa Tengah,46.2,172,268.59,0.6729,0.7116,0.0673,34.2,71.92,32.02,0.16,0
Sumatera Selatan,40.27,186,216.48,0.7538,0.6554,0.0473,21.91,63.17,32.7,0.16,0
Banten,9.84,165,59.63,0.3965,0.4861,0.0484,44.35,77.84,8.98,0.04,1
Banten,14.89,160,93.08,0.6217,0.7518,0.0222,44.18,77.27,11.64,0.06,0
Jawa Timur,14.91,146,102.11,0.5211,0.6571,0.0468,37.95,73.94,12.57,0.06,0
Bali,49.91,156,319.91,0.6477,0.9175,0.001,47.36,82.16,34.08,0.17,0
Jawa Tengah,14.24,153,93.07,0.8249,0.8556,0.0531,31.78,71.52,13.56,0.07,0
Sulawesi Selatan,18.0,163,110.46,0.4565,0.6066,0.0688,28.7,66.87,10.88,0.05,0
Jawa Timur,12.51,154,81.24,0.5768,0.758,0.0294,36.54,75.51,8.07,0.04,1
Jawa Timur,18.83,162,116.24,0.4735,0.8998,0.0352,33.77,76.25,11.91,0.06,0
Riau,36.4,145,251.02,0.7079,0.9094,0.0591,26.09,65.75,28.61,0.14,0
Sumatera Selatan,13.96,182,76.73,0.7052,0.8327,0.0236,27.01,63.62,13.78,0.07,0
Banten,28.31,152,186.27,0.4908,0.6343,0.0494,44.92,80.94,14.87,0.07,1
Riau,16.16,167,96.8,0.6732,0.8289,0.025,24.32,65.01,10.23,0.05,0
Banten,71.01,177,401.21,0.333,0.7746,0.0515,44.8,76.67,31.21,0.16,1
Sumatera Selatan,23.9,154,155.18,0.4206,0.8395,0.0351,25.77,61.01,17.94,0.09,0
Bali,25.44,181,140.53,0.6459,0.7274,0.001,46.11,85.1,21.55,0.11,0
Bali,16.06,145,110.75,0.6191,0.6087,0.019,48.27,84.74,12.01,0.06,0
Riau,25.63,157,163.24,0.8128,0.7958,0.0381,28.05,66.23,22.48,0.11,0
Jawa Tengah,11.44,152,75.27,0.5748,0.7126,0.0773,30.91,75.51,5.74,0.03,1
Riau,23.53,153,153.82,0.5477,0.985,0.0351,25.68,65.66,19.81,0.1,1
Riau,19.88,180,110.45,0.7236,0.7414,0.0257,25.78,65.29,13.64,0.07,0
Jawa Tengah,17.65,163,108.26,0.6036,0.5347,0.0462,32.58,72.52,11.77,0.06,1
Bali,75.34,170,443.15,0.2957,0.771,0.001,50.76,83.07,37.67,0.19,0
Sumatera Selatan,52.52,171,307.13,0.6687,0.7722,0.0655,26.13,64.01,32.42,0.16,0
Banten,49.74,157,316.82,0.6744,0.8451,0.0523,43.65,79.59,36.19,0.18,0
DKI Jakarta,36.84,162,227.38,0.3708,0.6925,0.0299,60.87,96.22,21.28,0.11,1
Sumatera Selatan,25.77,143,180.22,0.5635,0.5532,0.0545,26.21,61.18,15.55,0.08,1
Jawa Tengah,49.63,156,318.14,0.5877,0.5665,0.046,34.36,72.11,43.19,0.22,0
Sumatera Selatan,28.54,165,172.95,0.4027,0.6347,0.0373,24.27,62.35,17.92,0.09,1
Banten,31.77,158,201.09,0.6571,0.724,0.0509,45.08,78.52,21.89,0.11,0
Sumatera Selatan,49.59,163,304.25,0.4686,0.7359,0.0382,25.27,63.85,23.61,0.12,0
Bali,34.16,153,223.28,0.749,0.6684,0.0434,47.39,84.12,28.0,0.14,0
DKI Jakarta,27.53,150,183.55,0.6331,0.8055,0.0511,61.51,95.8,18.34,0.09,0
DKI Jakarta,30.48,138,220.86,0.6248,0.59,0.0325,62.41,93.56,20.05,0.1,0
Riau,27.1,175,154.88,0.5536,0.7489,0.0375,23.2,64.93,21.79,0.11,0
Banten,28.28,149,189.8,0.6042,0.9146,0.0166,43.59,82.22,15.57,0.08,1
Riau,34.93,175,199.59,0.3559,0.7151,0.0143,24.91,63.78,25.8,0.13,0
Jawa Barat,14.68,177,82.93,0.5434,0.5411,0.006,41.76,77.66,8.32,0.04,0
Bali,14.54,141,103.12,0.7162,0.7265,0.0473,47.01,80.79,10.97,0.05,0
Jawa Tengah,31.96,150,213.06,0.4441,0.7717,0.0337,33.84,71.56,16.24,0.08,0
Jawa Barat,24.42,156,156.51,0.6114,0.7579,0.0165,41.83,79.43,19.91,0.1,0
Banten,23.24,160,145.23,0.5677,0.9008,0.0323,43.95,80.29,18.37,0.09,0
Bali,28.38,167,169.91,0.8033,0.87,0.0188,49.4,84.67,22.54,0.11,0
DKI Jakarta,10.29,166,61.98,0.6419,0.5615,0.0437,63.29,93.15,7.23,0.04,0
Sumatera Utara,23.45,174,134.77,0.4294,0.734,0.0597,28.04,67.97,12.38,0.06,0
Bali,21.52,159,135.33,0.3863,0.8458,0.0665,48.75,84.02,17.98,0.09,0
Sumatera Utara,24.22,151,160.37,0.7271,0.9453,0.0369,27.38,68.19,15.73,0.08,0
DKI Jakarta,34.65,152,227.95,0.5418,0.6949,0.0365,61.36,94.41,30.87,0.15,0
Jawa Tengah,22.44,183,122.6,0.7255,0.7449,0.0039,35.57,71.68,22.44,0.11,0
Sumatera Utara,48.15,162,297.21,0.5845,0.6215,0.0108,28.1,68.23,30.17,0.15,1
Riau,14.84,160,92.76,0.7125,0.5983,0.0667,26.08,65.28,8.38,0.04,1
Jawa Barat,32.85,157,209.24,0.6764,0.7692,0.0435,41.38,77.79,23.2,0.12,0
Jawa Timur,19.72,173,113.99,0.6249,0.6496,0.0625,37.36,75.5,15.87,0.08,0
Jawa Barat,44.8,166,269.86,0.5065,0.7625,0.0023,40.68,77.07,32.19,0.16,0
Sumatera Utara,24.4,149,163.73,0.8501,0.7391,0.0385,27.73,68.42,20.4,0.1,0
Banten,13.09,156,83.93,0.8495,0.8374,0.0053,45.51,78.47,10.53,0.05,0
Riau,25.15,163,154.28,0.4036,0.8422,0.001,23.87,65.37,18.12,0.09,1
Jawa Timur,31.06,173,179.52,0.4919,0.794,0.0221,37.08,75.96,21.23,0.11,0
Sulawesi Selatan,28.23,172,164.11,0.7224,0.6751,0.0765,26.67,66.69,21.97,0.11,0
DKI Jakarta,25.43,147,173.02,0.7084,0.7414,0.0239,59.39,95.44,23.52,0.12,0
Jawa Tengah,22.43,171,131.17,0.2719,0.6395,0.065,33.08,74.25,18.98,0.09,0
DKI Jakarta,19.8,177,111.88,0.99,0.6645,0.0348,60.67,93.42,16.23,0.08,0
Bali,10.76,153,70.32,0.3856,0.7391,0.0646,46.7,84.33,7.15,0.04,0
Jawa Tengah,30.2,153,197.4,0.5611,0.765,0.0536,37.09,73.55,16.35,0.08,1
DKI Jakarta,30.36,160,189.78,0.5017,0.7305,0.0664,63.21,92.04,23.47,0.12,0
Sumatera Selatan,67.6,166,407.23,0.7625,0.6179,0.0305,25.15,63.14,49.27,0.25,0
Bali,25.4,177,143.53,0.6739,0.7221,0.0453,48.62,84.14,18.25,0.09,0
Bali,25.45,151,168.53,0.5198,0.7369,0.0424,46.91,85.58,16.51,0.08,0
Jawa Tengah,24.81,157,158.03,0.6858,0.6922,0.0908,32.95,71.81,19.76,0.1,0
DKI Jakarta,39.68,173,229.35,0.4883,0.7747,0.058,61.87,94.74,26.52,0.13,1
Jawa Tengah,17.94,157,114.24,0.767,0.5634,0.0371,30.31,71.11,14.76,0.07,0
Jawa Barat,25.28,160,158.0,0.493,0.5399,0.0807,44.19,79.74,19.0,0.09,0
Sumatera Selatan,23.61,159,148.51,0.6517,0.6688,0.0823,24.17,61.75,13.55,0.07,0
Jawa Timur,34.8,162,214.83,0.8127,0.7137,0.0271,35.55,76.44,30.32,0.15,0
Banten,72.39,149,485.84,0.6188,0.7385,0.0456,44.28,79.89,32.73,0.16,1
Riau,28.75,166,173.2,0.5484,0.8605,0.0324,24.03,62.57,21.62,0.11,0
Banten,12.4,163,76.07,0.7322,0.7076,0.0085,42.69,79.88,9.66,0.05,0
Jawa Tengah,15.24,179,85.14,0.5578,0.6059,0.0437,35.5,72.83,11.58,0.06,0
Jawa Tengah,42.39,167,253.86,0.0862,0.8415,0.001,32.42,70.62,29.98,0.15,1
Jawa Tengah,11.3,162,69.78,0.6043,0.7383,0.0416,33.17,71.08,9.5,0.05,0
Jawa Barat,26.13,152,171.92,0.558,0.5622,0.039,41.66,78.71,19.14,0.1,0
Sumatera Utara,17.16,166,103.38,0.7816,0.6212,0.0387,28.14,67.59,12.99,0.06,1
Jawa Tengah,97.65,153,638.26,0.3412,0.785,0.0357,32.39,72.5,31.97,0.16,0
Riau,14.06,168,83.71,0.5263,0.8257,0.0314,29.5,65.15,7.44,0.04,0
Jawa Timur,15.79,148,106.68,0.388,0.6161,0.0058,35.69,73.82,12.32,0.06,0
Banten,35.51,162,219.18,0.7432,0.5926,0.012,42.76,82.59,29.5,0.15,0
Bali,20.66,158,130.73,0.7355,0.696,0.0389,49.44,84.09,18.45,0.09,0
Riau,17.36,167,103.92,0.15,0.6113,0.039,24.17,65.55,8.03,0.04,1
Jawa Tengah,15.64,168,93.08,0.7308,0.6602,0.0572,34.73,74.23,11.74,0.06,0
DKI Jakarta,16.57,155,106.93,0.3597,0.5949,0.0305,62.1,95.24,8.74,0.04,1
Sumatera Selatan,15.67,164,95.55,0.8357,0.8044,0.0185,24.49,63.76,12.64,0.06,0
Jawa Timur,21.4,147,145.59,0.7402,0.5579,0.0338,37.24,76.67,19.3,0.1,0
DKI Jakarta,69.82,170,410.7,0.773,0.7041,0.001,61.89,94.86,51.05,0.26,1
Riau,77.67,175,443.84,0.7484,0.6729,0.0435,27.47,66.06,47.16,0.24,0
